communityName,state,population,popDens,numbUrban,pctUrban,medIncome,medRent,PctHousOccup,PctHousOwnOcc,PersPerOwnOccHous,PersPerRentOccHous,burglPerPop,larcPerPop,robbPerPop,theftComb
EastLongmeadowtown,MA,13367,995.0,10969,82.06,41372,368,97.37,86.9,2.91,1.87,677.45,25910.55,43.71,26631.71
Middlesexborough,NJ,13055,3599.6,13055,100.0,47643,644,96.18,76.78,2.94,2.14,275.44,2181.2,29.78,2486.42
Brentwoodborough,PA,10823,7221.1,10823,100.0,27698,382,96.69,65.22,2.62,1.78,312.97,1100.15,66.39,1479.5100000000002
MissouriCitycity,TX,36176,1505.1,36176,100.0,51984,706,93.5,83.04,3.1,3.23,996.19,1764.99,80.13,2841.3100000000004
Newarkcity,CA,37861,2617.6,37861,100.0,50471,793,97.81,72.18,3.11,3.23,779.54,4506.25,176.03,5461.82
SouthCharlestoncity,WV,13645,2517.5,13645,100.0,27366,350,92.26,67.16,2.3,2.06,379.1,2259.72,89.2,2728.0199999999995
Sunnyvalecity,CA,117229,5167.9,117229,100.0,46403,784,95.09,48.9,2.56,2.28,502.56,2967.09,88.2,3557.85
Ocalacity,FL,42045,1406.2,42045,100.0,21766,392,89.3,57.17,2.38,2.29,2115.22,7766.9,577.38,10459.499999999998
Mahwahtownship,NJ,17905,666.1,16594,92.68,56468,943,93.81,80.53,2.58,2.19,326.31,1642.24,37.45,2006.0
Scottsdalecity,AZ,130069,681.0,125638,96.59,39037,597,83.42,64.14,2.39,1.97,1019.72,3398.23,83.02,4500.97
Pequannocktownship,NJ,12844,1760.6,12844,100.0,54935,734,97.63,88.34,3.1,2.17,450.99,1758.87,7.52,2217.3799999999997
Midlandcity,TX,89443,1311.3,89443,100.0,31544,368,86.26,62.49,2.86,2.37,1149.3,3557.1,92.88,4799.28
Voorheestownship,NJ,24559,2043.5,24559,100.0,51679,640,91.94,68.75,2.97,1.78,691.6,3438.44,132.85,4262.89
Snellvillecity,GA,12084,1277.9,12084,100.0,46875,616,94.15,84.24,3.04,2.93,454.18,2697.94,20.34,3172.46
DelRiocity,TX,30705,2007.4,0,0.0,17394,319,88.53,61.47,3.3,3.11,1262.59,3707.3,11.1,4980.990000000001
SouthOgdencity,UT,12105,3745.4,12071,100.0,33524,377,95.42,72.71,2.87,2.54,1025.33,3354.95,37.7,4417.98
CedarCitycity,UT,13443,1160.5,0,0.0,23415,341,93.25,63.39,3.31,2.88,440.94,2856.79,6.21,3303.94
Augustacity,ME,21325,371.7,0,0.0,25790,386,92.52,56.64,2.54,1.96,1268.57,4503.18,40.43,5812.18
PacificGrovecity,CA,16117,5596.2,16117,100.0,33385,730,92.75,47.78,2.3,2.04,1391.23,2258.49,72.27,3721.99
SanMarcoscity,TX,28743,1591.5,0,0.0,14816,398,90.17,31.6,2.91,2.17,958.77,3518.65,104.42,4581.84
Mansfieldcity,TX,15607,389.2,0,0.0,38108,491,92.99,77.58,3.0,3.08,808.1,2189.03,56.26,3053.3900000000003
Newtowntown,CT,20779,347.3,35,0.17,60830,820,94.5,88.82,3.0,2.45,611.58,1114.11,9.48,1735.17
Waxahachiecity,TX,18168,562.6,0,0.0,24244,421,90.53,59.51,2.73,2.8,1827.92,6004.61,130.21,7962.74
LakeStationcity,IN,13899,1617.7,13806,100.0,28642,399,95.26,76.3,2.84,2.93,999.58,3760.66,125.82,4886.0599999999995
RohnertParkcity,CA,36326,5470.8,36326,100.0,36097,694,96.36,55.84,2.81,2.48,1954.0,2472.83,41.3,4468.13
Bartlettvillage,IL,19373,1335.0,19362,100.0,51524,607,95.58,87.2,3.09,2.6,371.25,1918.83,12.51,2302.59
Auburncity,WA,33102,1622.0,33102,100.0,30007,467,95.56,48.78,2.53,2.34,800.88,4808.0,88.99,5697.87
Lewisvillecity,TX,46521,1246.5,45399,97.8,36006,486,89.65,51.87,2.91,2.29,1068.97,4212.57,95.96,5377.5
Springfieldcity,OR,44683,3210.0,44683,100.0,21932,423,96.28,49.29,2.62,2.47,1282.68,5354.79,104.83,6742.3
Georgetowncity,TX,14842,1065.0,0,0.0,25953,369,89.8,54.08,2.74,2.5,686.04,3039.77,27.89,3753.7
GardenCitycity,MI,31846,5244.7,31846,100.0,38717,470,98.58,86.29,2.93,2.26,576.87,2961.25,70.51,3608.63
Betheltown,CT,17541,1008.2,14935,85.14,53761,762,96.5,74.98,3.05,2.22,258.34,848.03,16.85,1123.2199999999998
Decaturcity,AL,48761,996.4,48796,100.0,30005,351,92.7,61.73,2.65,2.26,1370.85,5462.59,162.61,6996.05
NewBerncity,NC,17363,1639.9,0,0.0,19894,335,90.53,50.78,2.45,2.21,3666.68,8593.62,434.57,12694.87
Huntsvillecity,AL,159789,938.2,158829,99.35,32295,405,92.97,59.76,2.64,2.21,1590.8,6188.71,198.0,7977.51
Waterloocity,IA,66467,1059.3,66467,100.0,23578,326,93.16,65.42,2.56,2.17,1668.09,4138.05,185.51,5991.650000000001
Murraycity,KY,14439,1886.0,0,0.0,16961,265,93.38,56.96,2.23,1.96,527.56,2221.3,20.82,2769.6800000000003
Melbournecity,FL,59646,2006.1,59646,100.0,25893,467,89.29,58.08,2.44,2.15,1830.24,5557.33,333.03,7720.599999999999
Maumeecity,OH,15561,1780.8,15561,100.0,36901,433,95.66,75.95,2.8,2.07,465.7,3580.87,106.99,4153.5599999999995
Watsonvillecity,CA,31099,5071.6,31099,100.0,27980,625,95.24,47.82,2.87,3.58,1237.13,5360.91,396.87,6994.91
FondduLaccity,WI,37757,2855.3,0,0.0,26826,378,96.45,62.46,2.73,2.08,585.02,5804.78,27.74,6417.539999999999
WestBloomfieldtownship,MI,54516,1926.1,54544,100.0,68654,907,94.35,85.5,2.89,2.28,365.95,1603.06,17.85,1986.86
Tenaflyborough,NJ,13326,2789.5,13326,100.0,68742,961,96.45,80.44,2.86,2.48,651.34,1063.11,22.46,1736.9099999999999
Bloomfieldtown,CT,19483,722.9,15811,81.15,47853,673,96.59,77.79,2.69,1.96,897.21,2696.74,117.92,3711.87
Bogalusacity,LA,14280,1456.0,0,0.0,13863,234,87.86,65.92,2.43,2.58,2165.51,5563.7,246.54,7975.75
LiveOakcity,TX,10023,2064.0,10023,100.0,35856,485,95.26,65.6,2.95,2.71,501.66,3108.48,35.83,3645.97
ColoradoSpringsdivision,CO,286215,2032.0,285211,99.67,28539,412,89.08,54.72,2.66,2.3,1197.29,4398.6,127.78,5723.67
Keansburgborough,NJ,11069,9947.0,11069,100.0,31769,606,90.57,59.12,3.07,2.52,415.15,1389.48,16.94,1821.5700000000002
CollegeStationcity,TX,52456,1719.2,52456,100.0,14481,428,90.09,23.97,2.86,2.13,694.08,2779.73,42.84,3516.65
Westwoodtown,MA,12557,1104.7,12190,97.08,58559,525,97.65,86.59,2.96,1.83,394.31,889.13,7.73,1291.17
Plymouthtownship,MI,23648,1433.9,23654,100.0,53768,517,95.7,81.93,2.84,1.75,209.9,1461.09,12.35,1683.34
Havelockcity,NC,20268,1316.1,0,0.0,24553,399,92.86,29.84,2.97,3.16,702.52,1660.93,51.18,2414.6299999999997
Borgercity,TX,15675,1748.7,0,0.0,26111,325,87.54,73.22,2.58,2.47,598.8,2658.42,32.9,3290.1200000000003
Chaskacity,MN,11339,799.1,0,0.0,34235,500,94.1,69.04,2.89,2.18,425.81,2731.08,14.68,3171.5699999999997
Dunmoreborough,PA,15403,1700.3,15403,100.0,25927,344,95.07,65.31,2.65,1.98,201.84,2011.71,40.37,2253.92
Ecorsecity,MI,12180,4356.2,12180,100.0,18956,358,91.42,58.36,2.71,2.58,1361.83,1723.84,310.29,3395.96
Dubuquecity,IA,57546,2409.0,57546,100.0,27027,315,95.8,66.11,2.77,2.02,887.88,3160.64,23.59,4072.11
Woburncity,MA,35943,2735.6,35943,100.0,42679,710,95.6,61.1,2.97,2.15,735.54,3002.3,43.75,3781.59
Cerescity,CA,26314,4562.1,26314,100.0,30876,475,94.56,64.76,3.0,3.1,1512.48,4331.35,116.34,5960.17
CorpusChristicity,TX,257453,1841.2,257453,100.0,25773,373,89.28,56.59,2.98,2.64,1639.32,6742.22,181.39,8562.93
Winnetkavillage,IL,12174,3074.2,12174,100.0,118456,705,95.67,87.77,2.95,2.1,731.15,1700.71,23.84,2455.7000000000003
Waterfordtown,CT,17930,528.4,16540,92.25,44167,656,94.55,84.5,2.54,2.21,521.01,3927.17,72.83,4521.01
Petalumacity,CA,43184,3386.4,0,0.0,40926,709,97.07,66.91,2.74,2.49,881.2,2372.96,60.62,3314.7799999999997
Westerlytown,RI,21605,693.0,0,0.0,34844,543,80.51,61.56,2.71,2.21,390.15,993.96,9.29,1393.4
OceanCitycity,NJ,15512,2164.1,15512,100.0,32018,632,37.47,53.73,2.23,2.1,2715.41,7444.2,92.72,10252.33
Emmausborough,PA,11157,3726.5,11157,100.0,33410,481,95.98,68.85,2.6,1.89,369.88,2391.91,24.66,2786.45
Anokacity,MN,17192,2510.4,17192,100.0,31289,446,94.04,56.26,2.93,2.1,985.57,3776.05,35.62,4797.24
Gainesvillecity,FL,84770,2347.4,84770,100.0,21077,383,92.24,47.1,2.54,2.18,2594.62,6951.52,412.81,9958.949999999999
Plantationcity,FL,66692,2959.4,66692,100.0,41832,705,90.1,72.6,2.63,2.16,1332.21,6178.76,231.92,7742.89
BaldwinParkcity,CA,69330,10147.8,69330,100.0,32684,648,96.71,60.12,4.06,4.25,1564.38,396.56,268.02,2228.96
Elkhartcity,IN,43627,2457.0,43627,100.0,25291,388,91.5,55.94,2.59,2.27,1744.15,6883.75,269.69,8897.59
Riversidecity,CA,226505,2814.4,226505,100.0,34801,575,94.05,56.27,3.05,2.75,2048.51,3967.32,529.94,6545.77
Naugatucktown,CT,30625,1803.3,30625,100.0,39902,578,94.97,67.13,2.89,2.27,455.31,1847.07,6.46,2308.84
Pembertontownship,NJ,31342,489.9,0,0.0,35460,520,95.5,73.04,3.11,2.99,1006.8,1524.22,62.34,2593.36
LittleFallstownship,NJ,11294,3962.3,11294,100.0,44970,696,95.02,69.04,2.66,1.91,590.22,3119.73,101.18,3811.1299999999997
Faribaultcity,MN,17085,1425.5,0,0.0,24604,339,96.59,70.06,2.72,1.94,985.71,4247.42,44.3,5277.43
Loraincity,OH,71245,2859.0,71245,100.0,24123,363,95.11,61.08,2.76,2.58,1007.99,1475.48,117.93,2601.4
Mansfieldcity,OH,50627,1749.7,50627,100.0,22591,336,92.19,58.03,2.51,2.15,2367.76,4890.88,239.58,7498.22
Hurontownship,MI,10447,283.4,2433,23.29,41806,431,96.75,91.26,3.0,2.75,847.85,1760.92,9.32,2618.09
WestNewYorktown,NJ,38125,36199.2,38125,100.0,26361,439,91.29,22.66,2.72,2.62,1630.07,2585.25,304.79,4520.11
Fayettevillecity,NC,75695,1799.7,75695,100.0,24354,405,93.46,54.17,2.57,2.35,2422.68,6650.37,682.0,9755.05
ElmwoodParkborough,NJ,17623,6408.4,17623,100.0,38248,623,97.36,62.35,2.7,2.46,458.02,3636.26,78.2,4172.4800000000005
Stroudtownship,PA,10600,327.8,0,0.0,39690,523,81.3,80.47,2.68,2.5,417.48,4722.14,46.39,5186.010000000001
Warsawcity,IN,10968,1122.4,0,0.0,29978,401,93.53,64.75,2.71,2.25,674.43,4222.87,7.66,4904.96
MountVernoncity,WA,17647,2020.0,0,0.0,27022,426,96.07,56.85,2.67,2.27,951.47,6298.76,85.63,7335.860000000001
SiouxFallscity,SD,99405,2213.7,99405,100.0,27123,380,95.76,58.45,2.74,1.97,665.85,3143.54,39.86,3849.25
Greenevilletown,TN,13532,1186.2,0,0.0,20066,266,92.13,63.34,2.36,2.2,1911.9,3123.47,42.02,5077.39
Chesapeakecity,VA,151976,430.6,146527,96.41,35737,494,93.22,72.96,2.93,2.71,883.8,2718.28,179.28,3781.36
HighPointcity,NC,69496,1559.7,69394,100.0,25035,390,93.61,54.45,2.52,2.38,2803.33,5054.16,396.0,8253.49
Alamogordocity,NM,27596,1557.0,0,0.0,24579,364,87.54,63.74,2.68,2.46,974.06,3207.1,29.82,4210.98
RockyHilltown,CT,16554,1187.3,16111,97.32,48125,788,92.54,65.85,2.6,1.91,476.74,2468.17,36.21,2981.12
Millingtoncity,TN,17866,1626.0,0,0.0,23815,353,93.87,33.4,2.78,3.01,1689.05,2588.34,115.29,4392.68
Sacocity,ME,15181,380.7,0,0.0,32655,506,87.58,63.15,2.73,2.17,610.47,3234.19,19.48,3864.14
SevenHillscity,OH,12339,2394.1,12339,100.0,42240,498,98.97,96.36,2.73,2.55,165.37,711.1,16.54,893.01
Charlestoncity,WV,57287,1876.5,57287,100.0,23584,329,90.02,55.46,2.39,1.98,2300.55,7522.6,515.98,10339.130000000001
Westontown,MA,10200,578.6,9332,91.49,95134,1001,95.5,86.72,2.88,2.15,368.86,756.64,0.0,1125.5
Nilestownship,MI,12828,328.5,7484,58.34,28745,373,95.99,84.53,2.68,2.69,386.95,1691.96,7.59,2086.5
Delawarecity,OH,20030,1852.0,0,0.0,28975,423,93.17,55.35,2.72,2.27,920.15,3275.18,72.88,4268.21
Staffordtownship,NJ,13325,270.3,0,0.0,31689,732,61.64,83.73,2.55,2.72,794.4,2084.4,7.29,2886.09
Erlangercity,KY,15979,1858.0,15979,100.0,33502,394,96.91,67.91,2.9,2.32,402.41,2647.13,31.44,3080.98
Natchezcity,MS,19460,1422.1,0,0.0,16769,277,88.45,62.36,2.48,2.5,1452.62,5769.43,184.79,7406.84
NorthReadingtown,MA,12002,873.9,10321,85.99,52707,710,97.34,88.34,3.0,2.15,305.44,1093.16,0.0,1398.6000000000001
Westminstercity,CA,78118,7508.5,78118,100.0,41364,736,97.0,62.77,2.95,3.35,1507.14,3186.45,252.02,4945.610000000001
Vernoncity,TX,12001,1436.2,0,0.0,20396,319,85.22,66.86,2.46,2.42,2191.73,2459.43,100.38,4751.54
Edmondscity,WA,30744,4064.5,30744,100.0,40515,534,97.55,66.99,2.57,2.08,804.15,2762.65,87.55,3654.3500000000004
Steubenvillecity,OH,22125,2634.1,22125,100.0,17631,262,89.83,59.1,2.44,2.1,858.19,2356.63,195.25,3410.07
Florencecity,SC,29813,1951.1,29813,100.0,24906,367,93.93,57.39,2.65,2.46,1937.41,6492.95,554.43,8984.79
Chinocity,CA,59682,3379.5,59682,100.0,41958,656,96.9,67.89,3.34,3.12,1225.69,2969.0,195.07,4389.76
Ogdensburgcity,NY,13521,2575.8,0,0.0,23394,325,94.73,59.86,2.79,2.23,615.97,3984.79,0.0,4600.76
Portsmouthcity,VA,103907,3026.2,103907,100.0,24601,416,91.62,55.87,2.64,2.59,1645.85,4792.12,713.84,7151.8099999999995
Ludlowtown,MA,18820,669.1,14849,78.9,36247,522,96.75,76.7,2.85,2.22,698.43,1500.34,20.69,2219.46
Hallandalecity,FL,30996,7115.7,30996,100.0,20841,517,69.1,66.78,1.71,1.96,2151.99,3719.16,574.96,6446.11
Goodlettsvillecity,TN,11219,793.0,11219,100.0,35483,489,92.29,64.04,2.68,2.27,1049.15,8880.63,214.79,10144.57
Montgomerycity,AL,187106,1338.0,187106,100.0,26311,381,91.3,60.08,2.68,2.47,1805.67,2965.3,285.21,5056.18
Randolphtownship,NJ,19974,919.5,15849,79.35,64403,710,95.69,71.06,3.24,2.0,256.15,1493.4,14.5,1764.0500000000002
LaMesacity,CA,52931,5541.4,52931,100.0,31171,594,96.08,48.24,2.37,2.1,1243.84,2736.82,269.29,4249.95
Montebellocity,CA,59564,6964.9,59564,100.0,31441,623,97.0,48.35,3.2,3.15,913.83,2948.5,412.43,4274.76
NewBerlincity,WI,33592,880.1,33592,100.0,49394,631,96.64,84.63,3.01,2.01,552.15,1512.89,11.04,2076.08
Arkadelphiacity,AR,10014,1397.8,0,0.0,16848,274,92.33,54.7,2.41,2.16,226.14,2553.47,37.69,2817.2999999999997
Shrewsburytown,MA,24146,1124.1,22191,91.9,44248,658,92.51,70.39,2.84,1.93,624.06,2074.89,27.82,2726.77
Dartmouthtown,MA,27244,427.4,19279,70.76,35138,380,92.0,80.04,2.88,2.12,916.66,3481.93,48.8,4447.39
NewCanaantown,CT,17864,779.2,11207,62.82,91951,1001,94.84,79.24,2.84,2.26,325.36,1229.73,11.03,1566.1200000000001
BrighamCitycity,UT,15644,1211.2,0,0.0,33784,353,94.72,74.9,3.31,2.66,576.74,3219.16,5.89,3801.7899999999995
Clevelandcity,TN,30354,1477.2,0,0.0,22894,319,91.92,55.06,2.56,2.23,1077.53,3031.1,67.16,4175.79
Carpinteriacity,CA,13747,4902.6,13747,100.0,34827,759,90.75,56.52,2.56,2.97,918.03,1479.05,51.0,2448.08
Salinascity,CA,108777,5637.3,108777,100.0,31271,580,96.48,46.25,3.12,3.28,1102.01,4022.72,465.05,5589.78
Oviedocity,FL,11114,801.0,11114,100.0,40221,570,90.1,80.61,2.96,2.74,2054.94,3795.93,164.11,6014.98
PalisadesParkborough,NJ,14536,11613.9,14536,100.0,36019,711,95.5,38.43,2.87,2.29,394.71,1184.13,52.63,1631.4700000000003
Plainsborotownship,NJ,14213,1141.9,0,0.0,46915,727,88.02,39.34,2.53,1.79,499.8,1789.81,40.52,2330.13
Saginawcity,MI,69512,3846.4,69512,100.0,17736,343,93.54,57.55,2.69,2.51,2559.15,4657.75,674.65,7891.549999999999
Vallejocity,CA,109199,3488.3,109199,100.0,36605,578,93.69,61.88,2.95,2.68,1608.3,4197.46,534.61,6340.37
ElCampocity,TX,10511,1777.9,0,0.0,21049,317,91.99,61.97,2.66,2.83,1301.15,4327.74,94.29,5723.179999999999
Lancastercity,CA,97291,1057.6,96687,99.38,38388,610,90.84,62.94,2.89,2.72,1143.72,1982.72,219.56,3346.0
CommerceCitycity,CO,16466,795.8,16203,98.4,20427,408,89.52,58.9,2.77,2.91,2175.83,8273.66,176.27,10625.76
GrantsPasscity,OR,17488,2614.8,0,0.0,21557,403,95.52,53.72,2.4,2.28,1591.09,7838.55,137.25,9566.89
SanBenitocity,TX,20125,2144.6,20125,100.0,16553,244,88.02,67.22,3.46,3.51,1056.58,4394.68,58.93,5510.1900000000005
Cantontown,MA,18530,944.5,16778,90.55,53492,690,97.29,74.91,3.01,2.04,575.17,1251.53,26.63,1853.33
Polandtownship,OH,13993,639.9,11360,81.17,36132,396,98.19,91.09,2.88,2.09,230.05,698.99,0.0,929.04
Evansvillecity,IN,126272,2993.9,126272,100.0,22936,340,90.99,58.98,2.47,2.06,1209.8,3337.67,115.62,4663.09
Tylercity,TX,75450,1836.7,75450,100.0,23661,366,89.41,52.8,2.6,2.36,2199.4,6595.76,280.28,9075.44
Burbankcity,CA,93643,5210.5,93643,100.0,35959,677,95.29,45.7,2.53,2.22,663.9,2551.76,208.65,3424.3100000000004
Newarkcity,OH,44389,2376.3,44389,100.0,23062,351,93.86,56.75,2.56,2.28,981.0,3192.66,112.68,4286.34
Gretnacity,LA,17208,4722.3,17208,100.0,17344,340,82.83,50.98,2.49,2.47,2214.09,4142.11,640.77,6996.969999999999
MiamiBeachcity,FL,92639,12711.2,92639,100.0,15312,427,79.0,28.5,2.04,1.77,3250.34,10179.29,812.86,14242.490000000002
Uplandcity,CA,63374,4053.1,63374,100.0,41965,615,94.21,60.34,2.89,2.48,2277.23,4494.91,334.74,7106.879999999999
Girardcity,OH,11304,2265.9,11304,100.0,23999,348,95.91,67.23,2.59,2.11,443.29,1495.0,26.08,1964.37
Shreveportcity,LA,198525,1943.4,198528,100.0,22079,351,86.48,60.5,2.64,2.48,2398.91,6926.39,423.1,9748.4
Brownstowntownship,MI,18811,808.6,16376,87.06,38186,444,95.16,67.87,3.08,2.61,755.38,2586.92,41.39,3383.69
Rollacity,MO,14090,1691.1,0,0.0,18784,295,90.66,47.99,2.45,2.08,6581.68,2254.28,13.42,8849.380000000001
Weehawkentownship,NJ,12385,14029.2,12385,100.0,34716,518,90.54,31.24,2.73,2.32,1298.3,3482.86,233.23,5014.389999999999
Nashuacity,NH,79662,2486.9,79662,100.0,40505,645,93.01,57.71,2.74,2.25,472.43,2405.67,16.16,2894.2599999999998
Greensborocity,NC,183521,2220.1,183521,100.0,29184,437,93.15,53.67,2.49,2.15,1591.4,4837.33,396.22,6824.95
Somersetcity,KY,10733,1074.2,0,0.0,16810,247,91.88,57.22,2.36,2.19,689.49,3488.47,41.04,4219.0
Canandaiguacity,NY,10725,2250.7,0,0.0,28428,456,93.56,50.51,2.62,2.07,366.6,2718.17,17.88,3102.65
Blacksburgtown,VA,34590,1779.3,0,0.0,18592,417,94.25,31.6,2.58,2.28,384.99,1818.18,11.24,2214.41
Indianapoliscity,IN,741952,1952.4,741952,100.0,29083,409,91.3,56.84,2.67,2.18,2039.99,3846.0,548.17,6434.16
Berwickborough,PA,10976,3421.4,0,0.0,20423,335,94.44,64.4,2.41,2.24,396.31,949.31,18.43,1364.05
Owatonnacity,MN,19386,1954.9,0,0.0,30870,326,97.41,72.69,2.78,1.9,462.58,2312.88,9.84,2785.3
ChulaVistacity,CA,135163,4500.6,135163,100.0,32012,592,95.94,53.29,2.92,2.64,1263.29,3150.56,305.99,4719.84
Griffithtown,IN,17916,1983.6,17916,100.0,36562,478,97.45,64.53,3.03,1.97,427.62,2576.44,69.49,3073.5499999999997
Brookfieldtown,CT,14113,687.9,10359,73.4,60054,880,92.25,87.59,2.95,2.19,404.86,1926.57,6.98,2338.41
Victorvillecity,CA,40674,938.5,40706,99.87,28698,508,91.13,60.76,2.83,2.82,2036.72,4744.42,353.35,7134.490000000001
Valparaisocity,IN,24414,2321.6,0,0.0,31602,431,96.61,55.76,2.72,1.95,496.75,2422.62,26.75,2946.12
AsburyParkcity,NJ,16799,11323.1,16799,100.0,20754,537,89.33,23.05,2.9,2.21,1408.9,5010.84,956.27,7376.01
Bournetown,MA,16064,379.1,0,0.0,34159,610,65.54,65.34,2.61,2.57,1244.64,2665.41,41.1,3951.15
Avontown,CT,13937,581.6,8016,57.52,66602,864,93.99,83.73,2.68,1.97,286.72,1440.76,21.5,1748.98
MossPointcity,MS,17837,687.6,17814,99.87,21201,300,90.57,77.4,2.99,2.89,2587.68,3859.49,198.21,6645.38
Naticktown,MA,30510,1952.0,29973,98.16,49229,800,94.97,66.78,2.77,1.97,398.33,1454.22,15.81,1868.36
Levellandcity,TX,13986,1368.5,0,0.0,23497,314,87.91,71.47,2.91,2.85,419.32,3043.42,6.76,3469.5000000000005
Russellvillecity,AR,21260,799.8,0,0.0,22902,335,92.71,58.21,2.61,2.18,875.25,4520.73,29.74,5425.719999999999
Clevelandcity,OH,505616,6336.3,505616,100.0,17822,322,89.07,47.93,2.65,2.32,1622.18,2725.65,867.95,5215.78
Pueblocity,CO,98640,2651.9,98640,100.0,20501,303,93.79,64.81,2.58,2.36,1298.42,3534.98,160.24,4993.639999999999
Oakdalecity,MN,18374,1791.2,18374,100.0,41049,442,96.58,80.21,2.86,2.22,426.86,2442.84,46.49,2916.19
SantaClaracity,CA,93613,4937.4,93613,100.0,44707,779,96.49,47.07,2.65,2.35,878.61,4004.76,87.33,4970.7
EauClairecity,WI,55180,2212.3,55180,100.0,24535,351,96.46,57.2,2.63,2.27,933.04,3733.86,13.57,4680.469999999999
SantaAnacity,CA,293742,10468.4,293742,100.0,35162,736,95.52,48.29,3.78,4.2,1009.28,3069.91,645.25,4724.44
LakeHavasuCitycity,AZ,24363,546.4,0,0.0,28826,484,77.22,74.19,2.4,2.45,890.53,3586.36,18.17,4495.06
DePerecity,WI,16569,1920.5,16569,100.0,34544,410,97.24,67.58,2.92,2.1,625.39,2354.43,0.0,2979.8199999999997
Sharontown,MA,15517,642.6,11246,72.48,61692,634,98.0,87.74,3.07,2.08,231.51,431.74,12.51,675.76
Temeculacity,CA,27099,990.0,0,0.0,44270,657,85.66,63.59,3.11,2.72,1018.97,2384.3,133.02,3536.2900000000004
Sapulpacity,OK,18074,957.5,0,0.0,23810,333,91.23,71.84,2.55,2.55,1215.12,3043.17,37.64,4295.93
WestAlliscity,WI,63221,5385.8,63221,100.0,29622,446,97.44,59.4,2.61,1.89,684.99,3334.25,126.31,4145.55
Casselberrycity,FL,18911,3005.6,18911,100.0,31231,547,93.32,64.82,2.52,2.42,1558.01,3652.92,148.61,5359.54
Bentoncity,AR,18177,1120.4,0,0.0,24353,373,93.83,70.21,2.57,2.55,821.04,3663.1,45.11,4529.249999999999
Sunrisecity,FL,64407,3415.0,64407,100.0,31540,651,89.82,75.57,2.47,2.29,1147.24,4293.61,171.95,5612.799999999999
Glendalecity,AZ,148134,2738.2,148134,100.0,31665,439,87.67,62.1,2.89,2.48,1168.35,4830.54,181.82,6180.709999999999
Hickorycity,NC,28301,1345.1,28337,100.0,27212,384,92.91,51.84,2.4,2.15,2348.92,7355.73,451.84,10156.49
Pascagoulacity,MS,25899,1645.8,25899,100.0,24986,333,88.43,59.28,2.69,2.44,2327.25,5915.22,425.92,8668.390000000001
Barstowcity,CA,21472,904.6,0,0.0,28289,464,89.92,52.92,2.82,2.74,2240.26,5598.16,215.51,8053.93
HuberHeightscity,OH,38686,1809.9,38686,100.0,37900,556,94.43,70.79,2.86,2.83,555.66,2761.19,68.54,3385.39
Carrolltoncity,TX,82169,2281.5,82169,100.0,45787,542,92.3,60.67,2.86,2.43,865.31,2646.95,67.68,3579.9399999999996
Tularecity,CA,33249,2253.3,0,0.0,24686,427,95.96,56.97,2.96,3.14,1481.02,2526.0,193.51,4200.53
VirginiaBeachcity,VA,393069,1527.9,389533,99.1,36271,577,92.2,62.49,2.9,2.67,748.01,3397.57,144.74,4290.32
WarnerRobinscity,GA,43726,2528.7,43726,100.0,29722,405,92.45,57.06,2.64,2.54,922.35,4190.63,82.17,5195.150000000001
Longwoodcity,FL,13316,2451.4,13316,100.0,35374,667,93.6,70.93,2.82,2.76,1486.39,2529.35,131.15,4146.889999999999
Phoenixcity,AZ,983403,2260.6,980981,99.75,29291,442,87.65,59.12,2.76,2.42,1898.95,4456.27,316.57,6671.79
Thomasvillecity,NC,15915,1524.4,15915,100.0,21754,339,94.24,49.59,2.36,2.41,2696.99,5010.29,233.55,7940.83
Plymouthtown,CT,11822,525.3,8621,72.92,41325,532,95.02,78.63,2.85,2.23,800.2,1286.92,8.25,2095.37
Readingtontownship,NJ,13400,271.6,12,0.09,62548,856,96.3,86.1,2.99,2.37,167.7,933.28,7.29,1108.27
BedfordHeightscity,OH,12131,2580.4,12131,100.0,28873,456,93.34,52.26,2.7,1.79,530.3,1969.7,67.34,2567.34
Hillsboroughtown,CA,10667,1655.3,10667,100.0,123625,1001,95.7,96.22,2.94,3.0,257.0,691.24,0.0,948.24
HuntingtonParkcity,CA,56065,17742.1,56065,100.0,23595,521,95.78,28.47,4.24,3.92,1078.73,2118.16,935.85,4132.74
Gallatincity,TN,18794,859.6,0,0.0,26498,382,92.05,61.34,2.65,2.51,967.86,3227.78,93.97,4289.610000000001
NewMilfordborough,NJ,15990,6673.6,15990,100.0,44600,533,97.06,62.83,2.98,1.85,453.02,1148.07,18.62,1619.7099999999998
Magnoliacity,AR,11151,1272.9,0,0.0,18107,293,91.32,59.43,2.42,2.36,881.17,1544.14,151.06,2576.37
Concordcity,NH,36006,540.6,0,0.0,32733,555,90.6,52.33,2.64,2.04,734.25,3471.01,36.16,4241.42
SafetyHarborcity,FL,15124,3220.6,15124,100.0,36935,520,92.53,81.99,2.56,2.32,834.93,1818.29,61.85,2715.0699999999997
Yakimacity,WA,54827,3538.1,54831,100.0,22189,346,94.03,53.29,2.53,2.4,2290.62,8197.35,277.8,10765.77
Middletowncity,OH,45991,2201.1,45991,100.0,25735,376,94.72,60.01,2.58,2.33,1255.62,3504.24,139.51,4899.37
Springfieldtownship,NJ,13420,2514.4,13420,100.0,48647,765,96.51,70.8,2.58,1.71,292.91,1962.51,36.61,2292.03
